Station,Yellowknife A 1706,Landing Tower,Vital Tower
Latitude,62.46,62.5593,62.6042
Longitude,-114.44,-114.4117,-114.4475
2002-01-01 00:00:00,0.102083236,0.047382336,0.047382336
2002-01-01 06:00:00,0.07227189,0.0066623744,0.0066623744
2002-01-01 12:00:00,0.117437914,0.078603014,0.078603014
2002-01-01 18:00:00,0.12753935,0.0892692,0.0892692
2002-01-02 00:00:00,0.09272443,0.10229934,0.10229934
2002-01-02 06:00:00,0.09579616,0.10554239,0.10554239
2002-01-02 12:00:00,0.098556116,0.14883102,0.14883102
2002-01-02 18:00:00,0.09428882,0.123604216,0.123604216
2002-01-03 00:00:00,0.083984666,0.087705165,0.087705165
2002-01-03 06:00:00,0.09205943,0.09626781,0.09626781
2002-01-03 12:00:00,0.09870239,0.0510841,0.0510841
2002-01-03 18:00:00,0.065621816,0.0059367036,0.0059367036
2002-01-04 00:00:00,0.0,0.0,0.0
2002-01-04 06:00:00,0.1118915,0.15477416,0.15477416
2002-01-04 12:00:00,0.6479783,1.2198638,1.2198638
2002-01-04 18:00:00,0.09455691,0.1598425,0.1598425
2002-01-05 00:00:00,0.113199905,0.11427825,0.11427825
2002-01-05 06:00:00,0.08359972,0.10855125,0.10855125
2002-01-05 12:00:00,0.08805006,0.1313017,0.1313017
2002-01-05 18:00:00,0.003052576,0.0236687,0.0236687
2002-01-06 00:00:00,0.08272172,0.116514996,0.116514996
2002-01-06 06:00:00,0.08616714,0.1309582,0.1309582
2002-01-06 12:00:00,0.0033169219,0.026401373,0.026401373
2002-01-06 18:00:00,0.0,0.0,0.0
2002-01-07 00:00:00,0.0,0.0,0.0
2002-01-07 06:00:00,0.0,0.0,0.0
2002-01-07 12:00:00,0.0018892965,0.0058188196,0.0058188196
2002-01-07 18:00:00,0.0,0.0,0.0
2002-01-08 00:00:00,0.0,0.0,0.0
2002-01-08 06:00:00,0.0,0.0,0.0
2002-01-08 12:00:00,0.0,0.0,0.0
2002-01-08 18:00:00,0.005209477,0.03547265,0.03547265
2002-01-09 00:00:00,0.0,0.0,0.0
2002-01-09 06:00:00,0.0,0.0,0.0
2002-01-09 12:00:00,0.0,0.0,0.0
2002-01-09 18:00:00,0.070499256,0.05638786,0.05638786
2002-01-10 00:00:00,0.20332536,0.12630382,0.12630382
2002-01-10 06:00:00,0.06471451,0.0590815,0.0590815
2002-01-10 12:00:00,0.08733281,0.1256545,0.1256545
2002-01-10 18:00:00,0.003064573,0.021532508,0.021532508
2002-01-11 00:00:00,0.06738639,0.06150078,0.06150078
2002-01-11 06:00:00,0.007836408,0.048226345,0.048226345
2002-01-11 12:00:00,0.0,0.0,0.0
2002-01-11 18:00:00,0.0,0.0,0.0
2002-01-12 00:00:00,0.0,0.0,0.0
2002-01-12 06:00:00,0.0,0.0,0.0
2002-01-12 12:00:00,0.0,0.0,0.0
2002-01-12 18:00:00,0.0,0.0,0.0
2002-01-13 00:00:00,0.0,0.0,0.0
2002-01-13 06:00:00,0.0015370083,0.008484595,0.008484595
2002-01-13 12:00:00,0.07910191,0.09051955,0.09051955
2002-01-13 18:00:00,0.0,0.0,0.0
2002-01-14 00:00:00,0.08326452,0.110262886,0.110262886
2002-01-14 06:00:00,0.085138485,0.12306753,0.12306753
2002-01-14 12:00:00,0.24246748,0.25513548,0.25513548
2002-01-14 18:00:00,0.06797242,0.053678934,0.053678934
2002-01-15 00:00:00,0.081917115,0.11459782,0.11459782
2002-01-15 06:00:00,0.08860643,0.14320865,0.14320865
2002-01-15 12:00:00,0.0018182086,0.011168863,0.011168863
2002-01-15 18:00:00,0.06416807,0.04973553,0.04973553
2002-01-16 00:00:00,0.073200844,0.05966021,0.05966021
2002-01-16 06:00:00,0.067135796,0.050674476,0.050674476
2002-01-16 12:00:00,0.0669099,0.049858987,0.049858987
2002-01-16 18:00:00,0.07354984,0.06401323,0.06401323
2002-01-17 00:00:00,0.06848876,0.043707374,0.043707374
2002-01-17 06:00:00,0.07649554,0.06947276,0.06947276
2002-01-17 12:00:00,0.13153714,0.11141977,0.11141977
2002-01-17 18:00:00,0.07811519,0.08108133,0.08108133
2002-01-18 00:00:00,0.028008236,0.03295723,0.03295723
2002-01-18 06:00:00,0.06563151,0.045567393,0.045567393
2002-01-18 12:00:00,0.06535184,0.044949636,0.044949636
2002-01-18 18:00:00,0.0,0.0,0.0
2002-01-19 00:00:00,0.0,0.0,0.0
2002-01-19 06:00:00,0.0,0.0,0.0
2002-01-19 12:00:00,0.0,0.0,0.0
2002-01-19 18:00:00,0.0,0.0,0.0
2002-01-20 00:00:00,0.0,0.0,0.0
2002-01-20 06:00:00,0.0,0.0,0.0
2002-01-20 12:00:00,0.0,0.0,0.0
2002-01-20 18:00:00,0.0,0.0,0.0
2002-01-21 00:00:00,0.0,0.0,0.0
2002-01-21 06:00:00,0.0,0.0,0.0
2002-01-21 12:00:00,0.0,0.0,0.0
2002-01-21 18:00:00,0.0,0.0,0.0
2002-01-22 00:00:00,4.0332657e-07,0.0,0.0
2002-01-22 06:00:00,9.006408e-08,0.0,0.0
2002-01-22 12:00:00,1.8980519e-06,0.0,0.0
