Station,Yellowknife A 1706,Landing Tower,Vital Tower
Latitude,62.46,62.5593,62.6042
Longitude,-114.44,-114.4117,-114.4475
2011-10-01 00:00:00,0.0057774186,0.0057807565,0.0057807565
2011-10-01 01:00:00,0.006073922,0.0057172477,0.0057172477
2011-10-01 02:00:00,0.005975142,0.005682364,0.005682364
2011-10-01 03:00:00,0.00540806,0.0052330606,0.0052330606
2011-10-01 04:00:00,0.0052139144,0.0051409584,0.0051409584
2011-10-01 05:00:00,0.0052725207,0.0052324664,0.0052324664
2011-10-01 06:00:00,0.0051534753,0.004987059,0.004987059
2011-10-01 07:00:00,0.005057402,0.004854746,0.004854746
2011-10-01 08:00:00,0.004978223,0.0047913026,0.0047913026
2011-10-01 09:00:00,0.0048961807,0.004710214,0.004710214
2011-10-01 10:00:00,0.0047831945,0.004568141,0.004568141
2011-10-01 11:00:00,0.004614763,0.004385881,0.004385881
2011-10-01 12:00:00,0.004365701,0.0042064376,0.0042064376
2011-10-01 13:00:00,0.0041542556,0.0040340926,0.0040340926
2011-10-01 14:00:00,0.0040110834,0.0039614923,0.0039614923
2011-10-01 15:00:00,0.003948435,0.0039236397,0.0039236397
2011-10-01 16:00:00,0.0039670765,0.003918439,0.003918439
2011-10-01 17:00:00,0.0039204694,0.003842745,0.003842745
2011-10-01 18:00:00,0.0036767423,0.0036080778,0.0036080778
2011-10-01 19:00:00,0.0035194904,0.0034932643,0.0034932643
2011-10-01 20:00:00,0.0034728497,0.003366515,0.003366515
2011-10-01 21:00:00,0.0033842046,0.0033560712,0.0033560712
2011-10-01 22:00:00,0.0033761915,0.003330892,0.003330892
2011-10-01 23:00:00,0.003368469,0.003339382,0.003339382
2011-10-02 00:00:00,0.0033818483,0.0033384562,0.0033384562
2011-10-02 01:00:00,0.0033047628,0.0032332372,0.0032332372
2011-10-02 02:00:00,0.0032263752,0.0030675884,0.0030675884
2011-10-02 03:00:00,0.002920637,0.0028162096,0.0028162096
2011-10-02 04:00:00,0.0026723146,0.00255692,0.00255692
2011-10-02 05:00:00,0.0025185887,0.0023936573,0.0023936573
2011-10-02 06:00:00,0.0027201753,0.0026062112,0.0026062112
2011-10-02 07:00:00,0.0028192438,0.0026804842,0.0026804842
2011-10-02 08:00:00,0.0029349402,0.0027928427,0.0027928427
2011-10-02 09:00:00,0.0030382648,0.002879478,0.002879478
2011-10-02 10:00:00,0.003148146,0.002957888,0.002957888
2011-10-02 11:00:00,0.0032673925,0.0030475706,0.0030475706
2011-10-02 12:00:00,0.00338969,0.0031302907,0.0031302907
2011-10-02 13:00:00,0.0036319643,0.0032791048,0.0032791048
2011-10-02 14:00:00,0.003906982,0.0036099125,0.0036099125
2011-10-02 15:00:00,0.0039167907,0.0037503745,0.0037503745
2011-10-02 16:00:00,0.004017981,0.0038434584,0.0038434584
2011-10-02 17:00:00,0.004175782,0.004041791,0.004041791
2011-10-02 18:00:00,0.0042416584,0.00433941,0.00433941
2011-10-02 19:00:00,0.003987495,0.00416011,0.00416011
2011-10-02 20:00:00,0.004003823,0.0039928555,0.0039928555
2011-10-02 21:00:00,0.00396901,0.0039470755,0.0039470755
2011-10-02 22:00:00,0.0039067697,0.0038872194,0.0038872194
2011-10-02 23:00:00,0.0038573872,0.0038044583,0.0038044583
2011-10-03 00:00:00,0.0038355086,0.0037477706,0.0037477706
2011-10-03 01:00:00,0.0039062202,0.0037717521,0.0037717521
2011-10-03 02:00:00,0.003964333,0.0037945788,0.0037945788
2011-10-03 03:00:00,0.003893273,0.0036739279,0.0036739279
2011-10-03 04:00:00,0.003953662,0.0036594532,0.0036594532
2011-10-03 05:00:00,0.0040494706,0.0037404802,0.0037404802
2011-10-03 06:00:00,0.0036037508,0.0034025256,0.0034025256
2011-10-03 07:00:00,0.003594987,0.0034390613,0.0034390613
2011-10-03 08:00:00,0.0035092048,0.0034133606,0.0034133606
2011-10-03 09:00:00,0.0032970011,0.003288895,0.003288895
2011-10-03 10:00:00,0.0030673333,0.0031693764,0.0031693764
2011-10-03 11:00:00,0.0029547103,0.0031330474,0.0031330474
2011-10-03 12:00:00,0.003114026,0.0032270364,0.0032270364
2011-10-03 13:00:00,0.0033838358,0.0034815874,0.0034815874
2011-10-03 14:00:00,0.0037027467,0.0036536325,0.0036536325
2011-10-03 15:00:00,0.0039684046,0.0037557352,0.0037557352
2011-10-03 16:00:00,0.0043288786,0.0040542204,0.0040542204
2011-10-03 17:00:00,0.0045076255,0.0042558555,0.0042558555
2011-10-03 18:00:00,0.0048346333,0.00457428,0.00457428
2011-10-03 19:00:00,0.0049760025,0.0047537964,0.0047537964
2011-10-03 20:00:00,0.0051332098,0.004974423,0.004974423
2011-10-03 21:00:00,0.005126916,0.0050196275,0.0050196275
2011-10-03 22:00:00,0.005081635,0.004987221,0.004987221
2011-10-03 23:00:00,0.0050262995,0.004919011,0.004919011
2011-10-04 00:00:00,0.004981464,0.0048798975,0.0048798975
2011-10-04 01:00:00,0.0049791206,0.0048766006,0.0048766006
2011-10-04 02:00:00,0.004945919,0.004837677,0.004837677
2011-10-04 03:00:00,0.004898168,0.004751779,0.004751779
